Gene,SRR5886303,SRR5886304,SRR5886305,SRR5886306
DNAJC4,27,10,89,53
DNAJC5,2217,926,1838,1615
DNAJC5B,0,0,0,0
DNAJC5G,0,0,0,0
DNAJC6,1291,1104,992,808
DNAJC7,4963,4468,4340,3239
DNAJC8,3711,3491,3337,2478
DNAJC9,4077,3607,2962,2110
DNAJC9-AS1,131,87,54,47
DNAL1,692,671,422,375
DNAL4,59,22,40,30
DNALI1,0,1,1,0
DNASE1,66,25,65,59
DNASE1L1,282,110,411,328
DNASE1L2,7,0,24,19
DNASE1L3,11,5,12,10
DNASE2,938,493,963,743
DNASE2B,0,0,0,0
DND1,15,5,30,19
DNER,162,92,35,44
DNHD1,308,189,712,741
DNLZ,88,19,121,122
DNM1,2,0,6,2
DNM1L,8911,9269,7263,5314
DNM1P35,0,0,0,0
DNM1P41,0,0,0,0
DNM1P46,0,0,0,0
DNM1P50,0,0,0,0
DNM2,3444,1656,3689,3144
DNM3,244,200,93,118
DNM3-IT1,1,0,1,1
DNM3OS,0,0,0,0
DNMBP,354,229,1124,1017
DNMBP-AS1,0,0,0,0
DNMT1,8108,5241,6707,5502
DNMT3A,327,192,473,402
DNMT3B,758,467,532,530
DNMT3L,0,0,0,0
DNMT3L-AS1,0,0,0,0
DNPEP,418,232,639,551
DNPH1,446,245,567,462
DNTT,0,0,0,0
DNTTIP1,1257,677,958,779
DNTTIP2,6406,6608,5744,4126
DOC2A,12,12,47,27
DOC2B,2,1,0,0
DOC2GP,0,0,0,0
DOCK1,4161,3001,3425,2717
DOCK10,579,563,395,292
DOCK11,717,658,989,782
DOCK2,38,24,2,3
DOCK3,44,12,63,46
DOCK4,1075,900,847,599
DOCK4-AS1,0,0,0,0
DOCK5,7639,5940,6478,5493
DOCK6,64,18,114,115
DOCK7,3934,4014,2218,1656
DOCK8,9,7,12,7
DOCK8-AS1,0,0,0,0
DOCK9,2465,1941,1438,1176
DOCK9-AS1,0,0,0,0
DOCK9-DT,12,14,10,11
DOHH,87,13,119,117
DOK1,55,23,37,34
DOK2,0,0,1,0
DOK3,47,29,73,84
DOK4,25,8,182,126
DOK5,0,0,0,1
DOK6,0,0,0,0
DOK7,4,1,40,23
DOLK,330,187,640,511
DOLPP1,680,407,897,595
DONSON,1564,1480,1087,864
DOP1A,1498,1327,702,607
DOP1B,353,246,121,102
DOT1L,372,184,635,750
DPAGT1,881,669,954,707
DPCD,662,337,764,601
DPEP1,0,0,0,0
DPEP2,0,0,0,0
DPEP2NB,0,0,0,0
DPEP3,0,0,0,0
DPF1,46,10,38,32
DPF2,1623,819,1554,1238
DPF3,11,6,2,2
DPH1,596,235,837,659
DPH2,1650,825,2074,1519
DPH3,1097,1167,621,521
DPH3P1,0,0,0,0
DPH5,1029,960,1194,922
DPH6,311,333,396,295
DPH6-DT,7,2,5,2
DPH7,1056,474,997,863
DPM1,3736,3993,2522,1929
DPM2,883,305,902,801
DPM3,55,31,87,91
DPP10,0,0,0,0
DPP10-AS1,0,0,0,0
DPP10-AS3,0,0,0,0
DPP3,1766,779,1924,1572
DPP4,0,0,0,0
DPP4-DT,0,0,0,0
DPP6,0,0,0,0
DPP7,325,51,550,567
DPP8,2644,2799,2385,1904
DPP9,1820,809,1791,1459
DPP9-AS1,0,0,0,0
DPPA2,0,0,5,5
DPPA2P3,2,3,3,5
DPPA3,0,0,0,0
DPPA4,0,0,0,0
DPPA5,0,0,0,0
DPRX,0,0,0,0
DPRXP4,13,5,23,16
DPT,0,0,11,7
DPY19L1,2402,2502,2541,2167
DPY19L1P1,96,74,36,35
DPY19L1P2,28,10,13,8
DPY19L2,3,3,0,0
DPY19L2P1,0,0,0,0
DPY19L2P2,2,1,1,0
DPY19L2P3,15,11,11,4
DPY19L2P4,0,0,0,0
DPY19L3,1358,1314,924,761
DPY19L4,1658,1772,972,907
DPY30,1253,1211,1359,916
DPYD,10,14,38,24
DPYD-AS1,0,0,0,0
DPYD-AS2,0,0,0,0
DPYS,1,0,0,0
DPYSL2,4203,3111,1768,1433
DPYSL3,1,0,1,1
DPYSL4,2,1,4,4
DPYSL5,165,65,110,111
DQX1,7,5,13,12
DR1,5492,5517,3081,2868
DRAIC,0,8,6,4
DRAM1,2658,2506,1059,926
DRAM2,980,839,831,691
DRAP1,763,347,712,559
DRAXIN,0,0,1,0
DRC1,2,6,4,2
DRC3,15,8,8,10
DRC7,0,0,0,0
DRD1,0,0,0,0
DRD2,0,0,0,0
DRD3,0,0,0,0
DRD4,0,0,0,0
DRD5,0,0,0,0
DRD5P2,0,0,0,0
DRG1,5397,4402,5992,4145
DRG2,920,384,979,720
DRGX,44,28,2,2
DRICH1,15,6,11,8
DROSHA,6013,4564,4860,4640
DRP2,73,40,30,37
DSC1,2,0,0,0
DSC2,1553,1669,631,569
DSC3,4603,4324,967,825
DSCAM,0,0,0,0
DSCAM-AS1,0,0,1,0
DSCAM-IT1,0,0,0,0
DSCAML1,0,0,0,0
DSCAS,1,0,0,0
DSCC1,2323,2419,1508,1200
DSCR10,0,0,0,0
DSCR4,0,0,0,0
DSCR8,0,0,0,0
DSCR9,10,6,16,19
DSE,1496,1244,390,305
DSEL,1920,1880,2247,1929
DSG1,0,1,1,1
DSG1-AS1,0,0,0,0
DSG2,7487,6670,6620,5609
DSG2-AS1,0,0,0,0
DSG3,0,0,0,1
DSG4,0,0,0,0
DSN1,2475,2023,1585,1149
DSP,25960,20562,31168,26312
DSPP,0,2,0,0
DST,42127,39120,14136,10577
DST-AS1,7,1,0,1
DSTN,6881,7255,4610,3512
DSTNP2,52,46,51,56
DSTYK,1185,1094,1470,1077
DTD1,947,644,772,607
DTD1-AS1,0,0,0,0
DTD2,373,315,536,456
DTHD1,0,0,0,0
DTL,4126,3627,3384,2483
DTNA,0,0,0,0
DTNB,338,281,388,357
DTNBP1,505,313,338,252
DTWD1,1567,1771,879,815
DTWD2,664,608,427,405
DTX1,0,0,0,0
DTX2,109,32,107,132
DTX2P1-UPK3BP1-PMS2P11,11,8,22,24
DTX3,0,0,0,0
DTX3L,3031,2786,2079,1718
DTX4,6,6,537,382
DTYMK,787,381,864,774
DUBR,617,580,442,363
DUOX1,0,0,1,1
DUOX2,0,0,0,0
DUOXA1,0,0,0,0
DUOXA2,0,0,0,0
DUPD1,0,0,0,0
DUS1L,1144,364,1577,1436
DUS2,440,270,953,676
DUS3L,585,109,815,698
DUS4L,228,248,148,137
DUS4L-BCAP29,171,121,88,89
DUSP1,1997,1376,2306,1821
DUSP10,222,188,68,49
DUSP11,1174,1284,871,680
DUSP12,2317,2067,1560,1155
DUSP13,3,0,13,7
DUSP14,1105,675,1116,933
DUSP15,0,0,0,0
DUSP16,1678,1247,1595,1215
DUSP18,48,29,88,46
DUSP19,70,73,113,94
DUSP2,108,57,339,259
DUSP21,0,0,0,0
DUSP22,560,326,405,313
DUSP23,264,162,319,294
DUSP26,0,0,0,0
DUSP27,240,98,54,42
DUSP28,157,94,102,90
DUSP3,3544,2286,2885,2091
DUSP4,5325,4324,1072,740
DUSP5,1470,1084,534,362
DUSP5P1,15,10,49,29
DUSP6,401,362,18,25
DUSP7,221,91,396,271
DUSP8,45,24,25,34
DUSP9,44,10,218,170
DUT,2700,2727,2612,1925
DUX4,0,0,0,0
DUXA,0,0,0,0
DUXAP10,1,0,1,1
DUXAP8,1063,953,680,536
DUXAP9,281,275,203,153
DUXB,0,0,0,0
DVL1,523,141,725,749
DVL2,1153,446,1155,938
DVL3,1285,609,1250,1013
DXO,706,293,643,518
DYDC1,0,0,0,0
DYDC2,3,7,0,0
DYM,1800,1606,1355,943
DYNAP,0,0,0,0
DYNC1H1,49448,34092,31508,26836
DYNC1I1,0,0,0,0
DYNC1I2,3067,3091,2056,1622
DYNC1LI1,3756,3543,2835,2266
DYNC1LI2,4581,4148,4092,3200
DYNC2H1,2108,2120,1542,1259
DYNC2LI1,210,150,221,134
DYNLL1,3326,2727,4963,3936
DYNLL2,1467,1272,1347,1115
DYNLRB1,1187,652,1343,1003
DYNLRB2,8,2,23,8
DYNLT1,1967,1577,1742,1299
DYNLT3,2241,2392,1307,1470
DYRK1A,4248,3682,2919,2245
DYRK1B,105,26,85,89
DYRK2,1356,1314,1210,929
DYRK3,680,635,644,469
DYRK4,172,85,142,121
DYSF,105,57,60,63
DYTN,0,0,0,0
DZANK1,29,37,42,32
DZIP1,13,6,5,9
DZIP1L,233,123,405,313
DZIP3,1864,1626,1341,1026
E2F1,1514,601,1085,1004
E2F2,1015,607,599,530
E2F3,2837,2493,2523,2037
E2F4,1251,569,2242,1747
E2F5,500,379,380,292
E2F6,695,700,551,488
E2F7,1785,1499,1174,904
E2F8,1384,1087,996,737
E4F1,220,35,481,421
EAF1,2006,1674,1779,1232
EAF2,79,35,37,40
EAPP,1028,886,926,725
EARS2,1049,706,2426,1787
EBAG9,1332,1283,1113,868
EBF1,1,1,0,0
EBF2,0,0,0,0
EBF3,0,0,0,1
EBF4,0,0,0,0
EBI3,15,4,2,6
EBLN1,0,0,1,0
EBLN2,57,69,73,49
EBLN3P,3115,3289,1927,1596
EBNA1BP2,8100,5798,7397,5186
EBP,4635,2302,5290,4129
EBPL,587,575,779,739
ECD,1595,1395,1525,1145
ECE1,5425,2467,2947,2627
ECE1-AS1,3,0,0,0
ECE2,0,0,0,0
ECEL1,31,5,2701,2173
ECEL1P2,0,0,0,0
ECH1,845,350,1156,1142
ECHDC1,3677,3953,2460,2066
ECHDC2,56,40,62,30
ECHDC3,11,5,24,22
ECHS1,3786,2218,3945,2749
ECI1,319,147,561,458
ECI2,3795,3020,4366,3085
ECI2-DT,50,30,27,18
ECM1,58,15,22,29
ECM2,159,163,29,14
ECPAS,12906,10977,9095,6856
ECRG4,0,0,0,0
ECRP,0,0,0,0
ECSCR,0,0,0,0
ECSIT,439,152,768,691
ECT2,13351,14275,10089,7958
ECT2L,3,3,2,1
EDA,6,3,6,11
EDA2R,401,373,188,150
EDAR,0,0,0,0
EDARADD,918,969,891,560
EDC3,1253,793,1409,1201
EDC4,1002,366,1662,1426
EDDM13,0,0,0,0
EDDM3A,0,0,0,0
EDDM3B,0,0,0,0
EDEM1,3108,2803,2329,1911
EDEM2,20,3,19,40
EDEM3,2304,2351,2823,2096
EDF1,3649,1249,4205,3402
EDIL3,11503,11312,5075,4775
EDN1,2445,2101,431,287
EDN2,4,0,26,10
EDN3,0,0,0,0
EDNRA,3,5,7,8
EDNRB,0,0,0,0
EDNRB-AS1,0,0,0,0
EDRF1,2102,1961,2179,1707
EDRF1-AS1,0,0,1,0
EDRF1-DT,36,33,23,20
EEA1,5227,5830,3109,2651
EED,1928,1967,2312,1754
EEF1A1,127942,110267,99931,77323
EEF1A2,517,164,1470,1387
EEF1AKMT1,104,89,123,77
EEF1AKMT2,1392,1392,957,869
EEF1AKMT3,243,195,226,198
EEF1AKMT4,494,175,795,591
EEF1AKMT4-ECE2,0,0,0,0
EEF1AKNMT,1446,1000,1861,1573
EEF1B2,9236,7133,7623,5863
EEF1D,8487,2990,10972,8949
EEF1DP3,76,91,12,7
EEF1E1,2183,2362,1498,1188
EEF1E1-BLOC1S5,20,4,34,17
EEF1G,24782,13512,26103,19965
EEF2,37362,16084,50148,41353
EEF2K,1498,984,2097,1684
EEF2KMT,374,192,660,453
EEFSEC,284,137,292,232
EEPD1,15,1,27,23
EFCAB1,0,0,0,0
EFCAB10,0,0,0,0
EFCAB11,309,304,246,196
EFCAB12,4,5,6,7
EFCAB13,228,325,181,104
EFCAB14,2514,2140,2690,2170
EFCAB14-AS1,0,0,0,0
EFCAB2,201,216,207,208
EFCAB3,0,0,1,0
EFCAB5,10,9,15,8
EFCAB6,34,34,16,6
EFCAB6-AS1,0,0,0,0
EFCAB7,206,270,200,181
EFCAB8,39,10,10,17
EFCAB9,0,0,0,0
EFCC1,0,0,0,0
EFEMP1,9616,8793,9954,7352
EFEMP2,10,2,8,10
EFHB,1,1,1,0
EFHC1,1178,1018,660,514
EFHC2,12,14,25,12
EFHD1,99,43,261,189
EFHD2,1320,609,3356,2892
EFL1,2553,2472,1736,1216
EFL1P1,2,4,0,0
EFNA1,1460,583,5267,3996
EFNA2,8,2,13,13
EFNA3,52,31,259,176
EFNA4,147,37,309,228
EFNA5,806,652,203,144
EFNB1,170,41,271,185
EFNB2,50,37,16,13
EFNB3,1,0,4,2
EFR3A,7080,7237,3847,3438
EFR3B,16,12,192,153
EFS,0,0,0,0
EFTUD2,9332,5425,10079,7766
EGF,105,49,96,73
EGFEM1P,0,0,7,3
EGFL6,4,1,0,0
EGFL7,44,11,188,226
EGFL8,6,2,6,7
EGFLAM,5,1,187,123
EGFLAM-AS2,0,0,0,0
EGFLAM-AS4,0,0,0,0
EGFR,11851,9322,4668,4105
EGFR-AS1,0,0,0,0
EGLN1,2429,2491,1714,1415
EGLN2,8,2,12,15
EGLN3,143,151,609,476
EGOT,22,19,6,1
EGR1,19,23,11,26
EGR2,0,0,0,0
EGR3,0,0,0,0
EGR4,0,0,0,0
EHBP1,2054,1993,1552,1227
EHBP1L1,1090,702,1099,955
EHD1,538,187,1136,927
EHD2,243,106,245,286
EHD3,0,0,0,0
EHD4,1194,697,1415,1040
EHD4-AS1,0,0,0,4
EHF,7,11,22,29
EHHADH,140,184,131,87
EHHADH-AS1,0,0,0,0
EHMT1,1274,785,1575,1376
EHMT2,1131,511,1680,1452
EI24,4003,3193,4327,3204
EID1,4814,5166,2744,2978
EID2,458,366,411,303
EID2B,158,184,77,74
EID3,537,531,416,361
EIF1,7753,6812,3789,3569
EIF1AD,1299,896,1726,1312
EIF1AX,7188,8310,4971,4258
EIF1AX-AS1,0,0,0,0
EIF1AY,0,0,0,0
EIF1B,670,709,444,357
EIF1B-AS1,0,2,2,1
EIF2A,6363,6001,6865,4848
EIF2AK1,4991,4204,4509,3492
EIF2AK2,6042,5872,5067,4304
EIF2AK3,1444,1281,1319,1045
EIF2AK3-DT,22,20,8,4
EIF2AK4,2840,2526,2953,2186
EIF2B1,2776,2062,2888,2057
EIF2B2,1528,1106,1311,945
EIF2B3,2238,1924,1974,1287
EIF2B4,1128,630,1379,954
EIF2B5,2354,1757,2101,1585
EIF2D,1726,1004,1797,1421
EIF2S1,10426,10730,8659,6265
EIF2S2,11712,11689,6725,4665
EIF2S3,30503,29164,26059,19193
EIF2S3B,5793,5981,5059,3773
EIF3A,28685,28117,22255,16152
EIF3B,17938,11947,16599,12159
EIF3C,0,1,0,0
EIF3CL,0,2,1,1
EIF3D,8667,5598,9635,7110
EIF3E,23724,25610,19665,14053
EIF3F,4949,3664,3683,2828
EIF3G,2676,1199,3006,2360
EIF3H,10888,9594,10347,7492
EIF3I,7987,4989,8154,5763
EIF3IP1,13,9,9,6
EIF3J,7001,9389,5525,4351
EIF3J-DT,225,134,226,158
EIF3K,3897,1836,4257,3263
EIF3L,11690,8893,11322,8272
EIF3M,15777,15366,12159,9320
EIF4A1,0,0,0,0
EIF4A2,19656,20066,12964,9559
EIF4A3,4263,3038,5380,3646
EIF4B,36836,31789,37796,28244
EIF4E,1214,1395,1126,993
EIF4E1B,0,0,0,0
EIF4E2,1764,1340,2224,1610
EIF4E3,32,29,54,67
EIF4EBP1,1832,506,1555,1202
EIF4EBP2,3059,2904,2540,2185
EIF4EBP3,0,0,1,1
EIF4ENIF1,972,722,1114,800
EIF4G1,23111,12439,28085,23680
EIF4G2,64524,57101,55904,45634
EIF4G3,7365,6242,5442,4413
EIF4H,11135,8064,10702,8153
EIF5,11208,11443,9137,6796
EIF5A,11873,5018,15602,12217
EIF5A2,1245,1387,656,524
EIF5AL1,2501,1750,2678,2016
EIF5B,7738,9673,5615,4059
EIF6,7711,2860,6358,4642
EIPR1,904,370,866,672
ELAC1,0,0,0,0
ELAC2,3886,2229,4874,3716
ELANE,0,0,0,0
ELAVL1,2515,1908,2753,2431
ELAVL2,7,3,4,3
ELAVL3,0,0,0,1
ELAVL4,0,0,0,1
ELDR,0,0,0,0
ELF1,1085,1156,1123,946
ELF2,1821,1826,1296,1055
ELF3,163,57,1691,1447
ELF3-AS1,29,6,50,60
ELF4,960,549,721,736
ELF5,0,0,0,0
ELFN1,1,0,17,19
ELFN1-AS1,59,28,119,89
ELFN2,76,34,66,54
ELK1,1553,1094,1724,1325
ELK2AP,0,0,0,0
ELK3,332,315,98,59
ELK4,3543,3624,2044,1929
ELL,234,106,198,174
ELL2,5876,5826,3777,3147
ELL3,45,45,69,59
ELMO1,3,2,3,1
ELMO1-AS1,0,0,0,0
ELMO2,909,611,733,544
ELMO3,10,3,77,74
ELMOD1,0,0,0,0
ELMOD2,851,851,626,589
ELMOD3,280,135,234,201
ELN,0,0,0,0
ELOA,4475,3232,4629,3514
ELOA-AS1,104,66,72,80
ELOA2,0,0,0,0
ELOA3,0,0,0,0
ELOA3B,0,0,0,0
ELOA3C,0,0,0,0
ELOA3D,0,0,0,0
ELOB,720,148,1491,1220
ELOC,2617,2309,2116,1632
ELOF1,632,200,1084,840
ELOVL1,1976,1066,1970,1458
ELOVL2,373,342,101,69
ELOVL2-AS1,1,0,1,1
ELOVL3,0,0,1,0
ELOVL4,1,0,15,40
ELOVL5,8288,8272,7083,5491
ELOVL6,2870,2669,1683,1351
ELOVL7,544,438,117,130
ELP1,4650,3836,4746,3371
ELP2,2621,2556,2598,1779
ELP3,2529,2046,2034,1630
ELP4,715,657,823,608
ELP5,1131,631,1185,864
ELP6,952,477,1076,756
ELSPBP1,0,0,0,0
EMB,2,0,0,0
EMBP1,94,108,29,12
EMC1,6292,4344,6185,4796
EMC1-AS1,18,1,16,11
EMC10,921,416,1280,991
EMC2,1675,1821,1841,1343
EMC3,1753,1293,1674,1307
EMC3-AS1,253,161,392,319
EMC4,2682,2418,3155,2519
EMC6,506,371,507,426
EMC7,2267,1920,2341,1907
EMC8,1286,858,1658,1240
EMC9,224,111,241,206
EMCN,0,0,0,0
EMD,1015,505,1235,891
EME1,567,377,535,467
EME2,35,2,51,61
EMG1,3674,2430,4129,2897
EMID1,0,1,2,5
EMILIN1,4,2,12,11
EMILIN2,25,6,10,3
EMILIN3,0,0,0,0
EML1,108,72,237,146
EML2,510,188,712,526
EML2-AS1,131,39,198,169
EML3,363,156,516,407
EML4,4109,3822,3895,2960
EML4-AS1,0,0,2,0
EML5,1015,1110,210,163
EML6,524,362,239,138
EMP1,258,256,116,97
EMP2,1206,922,3177,2476
EMP3,654,310,638,541
EMSLR,270,263,516,404
EMSY,2915,2436,2039,1496
EMX1,0,0,0,0
EMX2,0,0,1,0
EMX2OS,1,0,0,0
EN1,0,0,0,0
EN2,0,0,2,0
ENAH,8972,8964,6093,5124
ENAM,1,0,0,0
ENC1,613,650,106,58
ENDOD1,609,507,802,591
ENDOG,211,51,293,263
ENDOU,75,67,21,8
ENDOV,24,4,53,46
ENG,143,46,308,356
ENGASE,140,59,296,280
ENHO,0,0,0,0
ENKD1,113,20,115,114
ENKUR,19,22,12,6
ENO1,113562,62882,125804,94375
ENO1-AS1,25,26,6,11
ENO2,526,248,212,248
ENO3,82,39,544,406
ENO4,4,0,2,3
ENOPH1,1662,1539,1366,1062
ENOSF1,3084,2382,2246,1801
ENOX1,409,374,311,226
ENOX1-AS2,0,0,0,0
ENOX2,1206,1008,775,558
ENPEP,0,0,1,0
ENPP1,230,242,180,124
ENPP2,34,27,13,7
ENPP3,1,1,0,0
ENPP4,0,0,0,0
ENPP5,0,0,0,0
ENPP6,0,0,0,0
ENPP7,0,0,0,0
ENPP7P13,0,0,0,0
ENSA,6839,5017,5438,3838
ENTHD1,0,0,0,0
ENTPD1,0,2,0,1
ENTPD1-AS1,168,161,131,111
ENTPD2,0,0,0,0
ENTPD3,0,0,0,0
ENTPD3-AS1,23,18,17,13
ENTPD4,2867,2380,2058,1586
ENTPD5,691,527,615,453
ENTPD6,504,215,658,534
ENTPD7,1668,1280,1593,1421
ENTPD8,0,0,0,0
ENTR1,2999,1676,2596,2023
ENY2,4596,4175,3630,2679
EOGT,581,572,485,328
EOLA1,275,193,362,269
EOLA2,441,325,538,383
EOMES,16,13,50,28
EP300,3067,1786,2354,2561
EP300-AS1,17,24,12,6
EP400,1843,1171,1067,1357
EP400P1,21,22,40,34
EPAS1,5747,3641,3405,3020
EPB41,1898,1614,2163,1694
EPB41L1,53,36,486,363
EPB41L2,4555,4632,2312,1709
EPB41L3,0,0,0,1
EPB41L4A,81,73,119,80
EPB41L4A-AS1,1052,894,735,533
EPB41L4A-DT,1,0,0,1
EPB41L4B,750,707,518,363
EPB41L5,823,725,409,339
EPB42,0,0,0,0
EPC1,1814,1776,1077,860
EPC2,3185,3099,1564,1248
EPCAM,0,0,0,0
EPCAM-DT,0,0,0,0
EPDR1,294,261,439,317
EPG5,2733,2356,1201,863
EPGN,282,260,444,366
EPHA1,0,0,0,0
EPHA1-AS1,1,0,2,1
EPHA10,30,3,15,11
EPHA2,2039,876,1973,1656
EPHA3,0,0,0,0
EPHA4,0,0,0,0
EPHA5,6,0,5,7
EPHA5-AS1,0,0,0,0
EPHA6,0,0,0,0
EPHA7,0,0,0,0
EPHA8,0,0,0,0
EPHB1,0,0,0,0
EPHB2,47,31,94,71
EPHB3,1,0,3,5
EPHB4,1208,637,1494,1245
EPHB6,0,0,0,1
EPHX1,99,43,176,170
EPHX2,5,4,4,8
EPHX3,3,0,2,6
EPHX4,0,0,0,0
EPM2A,247,210,193,144
EPM2AIP1,1531,1344,778,694
EPN1,334,122,336,355
EPN2,525,310,508,442
EPN2-AS1,0,0,0,0
EPN2-IT1,20,3,16,31
EPN3,0,0,0,0
EPO,0,0,0,0
EPOP,508,274,642,485
EPOR,104,57,130,106
EPPIN,0,0,0,0
EPPIN-WFDC6,0,0,0,0
EPPK1,1690,713,2121,2664
EPRS1,22932,23521,14726,10885
EPS15,2715,2652,1992,1567
EPS15L1,682,362,680,626
EPS8,2428,2358,667,489
EPS8L1,44,8,56,49
EPS8L2,188,59,475,413
EPS8L3,0,0,0,0
EPSTI1,0,0,2,0
EPX,0,0,0,0
EPYC,0,3,0,0
EQTN,0,1,0,1
ERAL1,1249,721,1356,1051
ERAP1,2844,2246,1278,976
ERAP2,203,148,132,98
ERAS,0,0,1,0
ERBB2,714,260,965,811
ERBB3,29,12,48,61
ERBB4,0,0,0,1
ERBIN,16026,17704,7752,6257
ERC1,2633,2000,2102,1944
ERC2,2,7,0,0
ERC2-IT1,0,0,0,0
ERCC1,843,379,788,675
ERCC2,608,238,628,496
ERCC3,2294,1536,2357,1794
ERCC4,1160,1100,1304,1127
ERCC5,68,30,78,77
ERCC6,3004,2522,2967,2347
ERCC6L,2458,2491,2575,2012
ERCC6L2,4443,4256,3125,2572
ERCC8,641,627,547,438
EREG,20,21,20,7
ERF,209,66,484,436
ERFE,65,27,43,32
ERFL,0,0,2,1
ERG,142,135,152,139
ERG28,755,522,1007,739
ERGIC1,6182,3321,7975,6323
ERGIC2,5138,5548,4046,3422
ERGIC3,4944,2109,4767,3666
ERH,5391,4497,5413,3515
ERI1,3153,3277,1701,1434
ERI2,704,807,781,654
ERI3,1662,790,1687,1214
ERI3-IT1,66,48,86,81
ERICH1,365,316,420,283
ERICH2,34,38,0,0
ERICH3,0,0,0,0
ERICH3-AS1,0,0,0,0
ERICH4,0,0,1,0
ERICH5,0,0,0,0
ERICH6,1,5,0,0
ERICH6-AS1,14,5,13,2
ERICH6B,0,0,0,0
ERLEC1,2023,2051,2014,1559
ERLIN1,2873,2434,2289,1811
ERLIN2,3286,2589,2563,2085
ERLNC1,0,0,0,0
ERMAP,225,162,208,138
ERMARD,811,733,521,410
ERMN,0,0,0,0
ERMP1,2806,2356,3925,3202
ERN1,466,303,86,80
ERN2,0,0,0,0
ERO1A,6700,6970,4383,3535
ERO1B,102,112,38,57
ERP27,0,0,0,0
ERP29,3776,2710,3219,2205
ERP44,1941,1838,1551,1343
ERRFI1,4545,4412,1297,881
ERV3-1,76,47,27,28
ERV3-1-ZNF117,2,0,2,0
ERVFRD-1,0,0,0,0
ERVH48-1,0,0,0,1
ERVK13-1,254,202,330,226
ERVK3-1,33,7,39,37
ERVMER34-1,0,0,0,0
ERVV-1,0,0,0,0
ERVV-2,2,0,0,1
ERVW-1,0,0,0,0
ESAM,43,14,27,19
ESCO1,1794,1933,1368,1029
ESCO2,2230,2210,1430,1111
ESD,2665,2516,2376,1798
ESF1,2519,3288,2310,1555
ESM1,0,0,0,0
ESPL1,3655,1818,3159,2695
ESPN,2,0,7,7
ESPNL,1,0,6,6
ESPNP,0,0,0,1
ESR1,7,7,20,9
ESR2,38,43,41,41
ESRG,0,0,0,0
ESRP1,6,8,1,1
ESRP2,428,248,1393,1210
ESRRA,943,324,1460,1223
ESRRB,0,0,0,0
ESRRG,0,0,0,0
ESS2,460,162,618,481
ESX1,0,0,0,0
ESYT1,6055,3328,4374,3303
ESYT2,7201,6020,6185,4990
ESYT3,156,108,146,137
ETAA1,1523,1609,1420,1131
ETDA,0,0,0,0
ETDB,0,0,0,0
ETDC,0,0,0,0
ETF1,15888,15919,12449,9013
ETFA,7610,7104,5580,4206
ETFB,526,120,976,818
ETFBKMT,32,42,29,29
ETFDH,492,502,386,318
ETFRF1,310,416,246,274
ETHE1,282,157,310,222
ETNK1,3153,3556,2814,2554
ETNK2,27,12,27,25
ETNPPL,35,22,126,95
ETS1,4658,4688,1027,711
ETS1-AS1,0,0,0,0
ETS2,2712,1873,2850,2226
ETV1,0,0,0,0
ETV2,1,0,3,8
ETV3,1160,944,978,753
ETV3L,0,0,0,0
ETV4,1062,437,563,401
ETV5,4079,3399,682,554
ETV6,959,766,362,336
ETV7,2,8,0,1
EVA1A,7,5,2,1
EVA1B,13,4,33,14
EVA1C,100,54,429,370
EVADR,1,0,0,0
EVC,409,215,393,323
EVC2,0,0,0,0
EVI2A,6,0,1,0
EVI2B,52,60,0,0
EVI5,2571,2671,1310,1110
EVI5L,95,39,92,91
EVL,221,113,271,302
EVPL,85,23,180,192
EVPLL,0,0,12,6
EVX1,0,0,0,0
EVX1-AS,0,0,0,0
EVX2,0,0,0,0
EWSAT1,9,5,27,11
EWSR1,10066,6063,8629,6367
EXD1,3,4,4,0
EXD2,556,375,611,532
EXD3,23,6,16,32
EXO1,2386,2412,3170,2270
EXO5,264,259,129,85
EXOC1,1391,1351,928,635
EXOC1L,0,0,0,0
EXOC2,3852,3211,2290,1742
EXOC3,3085,1642,2709,2062
EXOC3-AS1,154,67,111,109
EXOC3L1,0,0,0,0
EXOC3L2,0,0,0,0
EXOC3L4,17,8,25,25
EXOC4,3035,2488,2368,1746
EXOC5,5456,6391,3536,2929
EXOC6,1240,1241,970,742
EXOC6B,2163,1748,1470,1131
EXOC7,1753,808,1695,1384
EXOC8,1022,857,866,703
EXOG,691,627,655,468
EXOSC1,1136,789,926,768
EXOSC10,4547,3182,3938,2985
EXOSC10-AS1,49,41,33,12
EXOSC2,4135,3226,4628,3146
EXOSC3,2217,2091,1761,1461
EXOSC4,525,141,849,594
EXOSC5,313,88,587,435
EXOSC6,1170,873,1229,1069
EXOSC7,1396,935,1566,1197
EXOSC8,2111,2132,1543,1033
EXOSC9,2146,2312,1881,1368
EXPH5,1166,1145,794,582
EXT1,9813,6410,4407,3411
EXT2,4846,3460,3973,3093
EXTL1,0,1,1,1
EXTL2,680,630,330,313
EXTL3,967,480,1102,921
EXTL3-AS1,0,0,0,0
EYA1,0,0,0,0
EYA2,0,0,0,0
EYA3,2517,2005,2556,2002
EYA4,3680,3167,2926,2357
EYS,22,21,18,13
EZH1,1132,758,811,605
EZH2,5158,4691,2729,2200
EZHIP,0,0,0,0
EZR,14542,9514,14863,10834
EZR-AS1,5,5,0,1
F10,0,0,1,1
F10-AS1,0,0,0,1
F11,0,0,0,0
F11-AS1,0,0,0,0
